aluminium,ammonia,arsenic,cadmium,chloramine,copper,bacteria,viruses,lead,nitrites,perchlorate,radium,selenium,silver,uranium
0.02,10.9,0.04,0.08,0.0,0.05,0.0,0.008,0.062,0.54,3.19,3.22,0.06,0.02,0.09
0.06,0.94,0.01,0.09,0.26,0.29,0.96,0.96,0.04,1.51,0.23,0.11,0.09,0.06,0.07
0.05,16.05,0.01,0.006,5.07,1.64,1.0,1.0,0.038,1.49,45.26,4.33,0.02,0.28,0.08
0.08,14.48,0.06,0.06,0.15,0.03,0.0,0.73,0.126,0.75,1.77,2.25,0.02,0.06,0.06
0.06,6.63,0.09,0.07,0.05,0.86,0.0,0.89,0.02,0.71,3.09,4.37,0.05,0.05,0.06
0.04,17.78,0.33999999999999997,0.03,3.04,0.03,0.45,0.009,0.111,1.64,56.2,4.35,0.05,0.38,0.03
0.05,29.74,0.33999999999999997,0.05,5.3,0.09,0.77,0.77,0.11,1.33,33.74,3.34,0.06,0.48,0.04
0.9800000000000001,13.29,0.01,0.001,7.17,0.38,0.0,0.0,0.03,1.01,6.99,3.6,0.0,0.37,0.04
0.06,0.29,0.03,0.002,1.36,1.31,0.44,0.003,0.139,1.83,53.92,1.04,0.1,0.34,0.08
0.03,7.82,0.02,0.0,0.02,0.13,0.82,0.82,0.072,1.39,0.53,0.27,0.02,0.06,0.04
0.09,21.76,0.01,0.004,0.85,0.08,0.7,0.7,0.157,1.23,22.58,6.7,0.04,0.42,0.02
0.17,1.84,0.01,0.008,4.37,1.77,0.22,0.005,0.053,1.65,12.7,3.56,0.01,0.33,0.05
0.05,4.38,0.06,0.03,0.02,1.49,0.66,0.66,0.099,1.67,6.65,3.35,0.02,0.03,0.09
0.08,22.28,0.04,0.01,0.14,1.85,0.75,0.75,0.124,1.17,0.05,0.9,0.08,0.02,0.06
0.23,10.42,0.05,0.002,6.83,0.07,0.0,0.0,0.157,1.84,16.47,1.34,0.03,0.06,0.04
0.06,12.13,0.09,0.04,0.44,1.25,0.69,0.69,0.111,1.27,3.21,0.39,0.03,0.08,0.03
0.08,17.78,0.06,0.05,0.15,1.03,0.0,0.0,0.099,1.99,2.45,0.19,0.02,0.02,0.02
0.03,13.92,0.33999999999999997,0.07,4.42,0.02,0.05,0.003,0.078,1.27,9.19,7.07,0.07,0.44,0.01
0.9800000000000001,4.72,0.33999999999999997,0.06,4.83,0.29,0.0,0.96,0.04,1.37,7.63,7.74,0.09,0.4,0.07
0.55,9.22,0.12,0.03,3.67,1.01,0.0,0.0,0.127,1.41,54.38,2.24,0.0,0.12,0.01
0.06,11.42,0.33999999999999997,0.02,3.33,0.03,0.14,0.005,0.001,2.11,27.2,1.68,0.07,0.17,0.01
0.9800000000000001,6.22,0.001,0.001,1.39,0.03,0.0,0.0,0.165,1.5,11.39,3.86,0.01,0.43,0.0
0.05,27.83,0.1,0.01,0.48,1.33,0.43,0.006,0.108,1.98,3.58,1.54,0.07,0.03,0.01
0.01,7.73,0.09,0.01,0.32,0.04,0.0,0.88,0.097,0.96,9.55,4.08,0.05,0.06,0.03
0.9800000000000001,9.06,0.001,0.007,6.69,1.35,0.0,0.0,0.198,1.99,25.05,4.9,0.06,0.16,0.01
0.66,8.61,0.33999999999999997,0.08,7.38,0.7,0.0,0.0,0.1,2.2,41.47,5.96,0.05,0.08,0.0
0.06,4.7,0.02,0.09,0.54,1.54,0.01,0.007,0.145,0.48,5.5,2.15,0.02,0.09,0.07
0.03,10.92,0.33999999999999997,0.02,4.02,1.04,0.07,0.006,0.176,1.34,51.04,6.42,0.03,0.43,0.05
0.9800000000000001,9.92,0.05,0.001,1.19,1.76,0.0,0.0,0.105,1.11,43.04,5.7,0.09,0.06,0.07
0.1,0.49,0.06,0.03,0.36,1.41,0.38,0.002,0.15,2.05,0.05,3.29,0.04,0.06,0.04
0.06,19.63,0.13,0.05,2.41,0.02,0.76,0.76,0.198,1.49,23.97,4.8,0.06,0.41,0.02
0.01,27.65,0.001,0.002,4.73,0.78,0.5,0.5,0.18,1.81,54.28,3.48,0.0,0.42,0.02
0.9800000000000001,18.72,0.1,0.12,6.11,0.79,0.0,0.0,0.126,1.83,11.33,4.33,0.1,0.05,0.02
0.9800000000000001,24.1,0.05,0.008,3.95,0.92,0.75,0.75,0.085,1.33,24.98,1.78,0.05,0.42,0.01
0.05,2.8,0.08,0.08,0.01,0.14,1.0,1.0,0.082,1.54,0.13,3.23,0.0,0.03,0.05
0.9800000000000001,26.23,0.001,0.008,2.97,1.87,0.43,0.009,0.121,1.63,55.65,6.05,0.07,0.36,0.08
0.1,0.47,0.01,0.007,7.78,0.08,0.38,0.006,0.16,1.83,16.17,5.54,0.07,0.4,0.04
0.9800000000000001,27.47,0.01,0.003,2.74,0.27,0.5,0.5,0.07,1.44,11.49,4.16,0.06,0.11,0.02
0.03,2.65,0.04,0.004,6.28,0.28,0.06,0.005,0.048,1.88,51.03,1.0,0.08,0.28,0.03
0.08,24.88,0.01,0.005,5.28,1.67,0.89,0.89,0.062,1.09,49.23,4.02,0.1,0.36,0.04
0.09,19.45,0.05,0.005,0.09,0.36,0.8,0.8,0.116,1.78,18.43,7.85,0.06,0.05,0.08
0.9800000000000001,7.61,0.01,0.003,3.54,0.91,0.74,0.74,0.16,1.08,38.53,1.56,0.01,0.16,0.08
0.9800000000000001,7.79,0.31,0.1,6.64,0.67,0.0,0.003,0.007,2.21,13.38,6.35,0.09,0.17,0.07
0.05,1.04,0.07,0.03,0.44,0.04,0.0,0.0,0.076,1.85,1.02,1.06,0.06,0.04,0.02
0.01,14.99,0.01,0.1,0.19,1.35,0.12,0.006,0.193,1.27,6.74,0.94,0.09,0.09,0.05
0.9800000000000001,25.9,0.01,0.001,1.81,1.96,0.85,0.85,0.192,1.37,52.71,2.96,0.09,0.32,0.09
0.03,5.76,0.01,0.003,1.7,1.15,0.04,0.003,0.135,1.75,46.85,0.94,0.09,0.45,0.02
0.41,7.01,0.33999999999999997,0.01,6.06,1.44,0.0,0.006,0.066,2.17,3.68,3.28,0.05,0.15,0.02
0.07,12.26,0.06,0.06,0.07,1.56,0.54,0.54,0.023,1.39,2.51,0.59,0.03,0.02,0.09
0.12,18.61,0.15,0.02,5.92,0.04,0.61,0.61,0.16,1.62,30.57,0.15,0.05,0.38,0.04
0.08,7.96,0.09,0.09,0.26,1.49,0.8,0.8,0.121,1.81,1.7,1.9,0.08,0.08,0.07
0.09,22.43,0.08,0.04,0.67,0.02,0.0,0.0,0.137,0.81,1.9,3.57,0.1,0.08,0.02
0.9800000000000001,2.26,0.33999999999999997,0.06,2.87,0.03,0.9,0.9,0.024,1.72,7.74,7.52,0.03,0.26,0.08
0.02,6.06,0.01,0.0,0.14,0.86,0.15,0.009,0.046,0.87,1.42,3.1,0.02,0.03,0.0
0.1,6.4,0.03,0.07,0.1,1.09,0.16,0.002,0.031,1.87,5.72,0.11,0.08,0.1,0.08
0.24,22.69,0.04,0.001,1.66,1.68,0.62,0.62,0.147,1.49,34.46,1.38,0.1,0.28,0.02
0.9800000000000001,29.68,0.03,0.006,4.54,0.14,1.0,1.0,0.082,1.46,33.09,4.96,0.0,0.16,0.05
0.02,13.92,0.03,0.03,0.45,1.3,0.0,1.0,0.133,0.79,0.17,1.24,0.0,0.07,0.09
0.09,0.24,0.09,0.0,0.07,1.49,0.66,0.66,0.099,2.26,0.24,3.97,0.02,0.04,0.09
0.05,1.23,0.05,0.1,0.27,1.9,0.46,0.007,0.112,1.81,0.07,1.16,0.05,0.06,0.05
0.9800000000000001,25.51,0.04,0.002,6.04,0.07,0.44,0.008,0.019,1.03,38.64,5.43,0.02,0.1,0.04
0.0,0.42,0.06,0.03,0.47,0.01,0.0,0.002,0.065,0.39,9.71,0.84,0.02,0.02,0.06
0.9800000000000001,14.67,0.02,0.001,2.41,1.28,0.9,0.9,0.024,1.29,7.3,2.55,0.06,0.17,0.02
0.11,2.88,0.33999999999999997,0.11,2.47,0.1,0.93,0.93,0.075,1.91,16.46,4.37,0.05,0.22,0.05
0.07,24.72,0.0,0.01,0.04,0.07,0.0,0.67,0.182,0.2,0.13,0.39,0.07,0.09,0.0
0.0,22.46,0.06,0.02,0.46,0.75,0.18,0.001,0.134,1.19,1.75,1.83,0.08,0.03,0.05
0.9800000000000001,21.24,0.05,0.008,2.49,1.06,0.84,0.84,0.139,1.25,55.98,4.87,0.08,0.02,0.07
0.08,16.82,0.33999999999999997,0.03,1.37,0.04,0.93,0.93,0.001,1.86,40.83,3.24,0.05,0.03,0.04
0.09,12.26,0.04,0.001,3.58,0.13,0.82,0.82,0.072,1.37,32.48,1.45,0.02,0.31,0.04
0.9800000000000001,27.89,0.02,0.007,1.36,1.24,0.0,0.0,0.182,1.2,9.83,6.17,0.01,0.07,0.07
0.9800000000000001,11.52,0.01,0.001,3.33,0.83,0.14,0.005,0.151,1.3,25.23,1.68,0.07,0.17,0.01
0.02,24.98,0.02,0.003,5.61,0.77,0.37,0.001,0.147,1.92,28.58,0.09,0.02,0.37,0.06
0.02,10.16,0.1,0.05,0.09,1.22,0.96,0.96,0.142,1.19,6.03,0.73,0.02,0.09,0.04
0.09,23.19,0.01,0.009,4.01,1.34,0.84,0.84,0.07,1.13,47.44,4.78,0.09,0.09,0.05
0.05,11.09,0.09,0.04,0.09,0.05,0.0,0.0,0.016,1.81,2.52,0.4,0.0,0.04,0.03
0.04,11.95,0.1,0.06,0.59,0.09,0.0,0.005,0.1,0.92,1.77,0.31,0.04,0.01,0.03
0.03,29.15,0.06,0.09,0.12,0.01,0.0,0.8,0.091,0.26,2.84,0.61,0.09,0.07,0.0
0.08,24.76,0.33999999999999997,0.03,4.6,0.04,0.2,0.008,0.001,1.99,46.99,1.12,0.09,0.45,0.02
0.9800000000000001,26.12,0.03,0.002,5.29,0.78,0.83,0.83,0.138,1.47,48.81,4.63,0.09,0.18,0.05
0.05,21.47,0.03,0.05,0.03,1.32,0.56,0.56,0.049,1.78,0.61,0.05,0.06,0.03,0.0
0.07,6.61,0.11,0.03,1.98,0.02,0.61,0.61,0.142,1.91,13.44,1.2,0.0,0.45,0.0
0.06,0.88,0.08,0.02,0.57,1.11,0.73,0.73,0.178,1.86,8.9,0.8,0.06,0.01,0.07
0.06,7.5,0.02,0.0,0.33,1.71,0.6,0.6,0.193,1.25,0.31,0.26,0.01,0.03,0.04
0.02,15.96,0.03,0.01,0.07,0.19,0.29,0.0,0.099,1.25,10.09,3.19,0.06,0.07,0.07
0.07,2.34,0.03,0.001,4.98,0.88,0.58,0.58,0.067,1.17,57.83,5.78,0.04,0.26,0.01
0.05,0.49,0.03,0.04,0.49,1.76,0.0,0.0,0.03,1.62,0.11,0.93,0.07,0.04,0.08
0.05,2.97,0.03,0.09,0.04,0.53,0.36,0.003,0.102,1.78,9.15,1.32,0.01,0.1,0.09
0.9800000000000001,23.37,0.05,0.006,7.09,1.95,0.46,0.003,0.191,1.03,29.38,2.4,0.05,0.35,0.02
0.06,3.64,0.04,0.02,0.12,1.58,0.97,0.97,0.17,0.01,0.15,0.73,0.06,0.03,0.08
0.03,17.88,0.02,0.09,0.15,1.18,0.72,0.72,0.17,1.94,5.39,2.04,0.08,0.07,0.08
0.06,20.02,0.02,0.05,0.17,0.17,0.07,0.008,0.159,0.88,2.63,0.41,0.01,0.0,0.09
0.9800000000000001,21.48,0.33999999999999997,0.04,5.89,0.35,0.0,0.0,0.061,1.12,49.94,2.9,0.05,0.46,0.03
0.1,11.26,0.09,0.02,0.01,0.4,0.87,0.87,0.126,1.12,5.62,4.55,0.03,0.07,0.08
0.1,16.88,0.04,0.008,4.77,0.15,0.76,0.76,0.036,1.21,55.9,3.65,0.03,0.38,0.08
0.06,4.2,0.33999999999999997,0.02,5.96,1.53,0.6,0.6,0.164,2.22,44.52,6.79,0.06,0.12,0.04
0.0,7.23,0.03,0.007,3.61,1.86,0.15,0.003,0.115,1.97,17.72,6.36,0.06,0.27,0.06
0.06,13.43,0.06,0.06,0.25,0.82,0.0,0.0,0.198,2.06,0.2,2.84,0.06,0.04,0.04
0.01,6.6,0.33999999999999997,0.1,2.83,0.07,0.62,0.62,0.188,2.02,14.49,7.9,0.07,0.13,0.08
0.02,23.71,0.1,0.07,0.15,0.2,0.46,0.006,0.113,1.87,8.19,0.39,0.1,0.04,0.07
0.9800000000000001,7.2,0.001,0.005,0.8,1.65,0.54,0.54,0.163,1.76,55.9,5.88,0.01,0.18,0.0
0.9800000000000001,22.95,0.18,0.04,4.16,1.34,0.0,0.86,0.087,1.46,41.22,5.65,0.01,0.37,0.05
0.44,1.24,0.33999999999999997,0.02,4.14,1.43,0.0,0.005,0.108,1.69,13.27,2.6,0.04,0.2,0.01
0.07,1.97,0.01,0.01,0.01,0.05,0.0,0.9,0.024,0.13,7.59,0.81,0.03,0.01,0.08
0.09,0.12,0.04,0.05,0.16,1.74,0.21,0.007,0.187,1.88,7.03,0.07,0.06,0.07,0.06
0.9800000000000001,20.24,0.33999999999999997,0.06,8.39,0.07,0.0,0.001,0.028,1.6,25.1,1.69,0.06,0.16,0.06
0.02,13.98,0.1,0.06,0.47,1.41,0.93,0.93,0.075,1.87,6.9,1.4,0.05,0.01,0.07
0.1,23.14,0.06,0.08,0.21,0.37,0.14,0.007,0.185,1.89,7.07,0.96,0.06,0.05,0.02
0.06,4.33,0.02,0.08,0.14,1.09,0.53,0.53,0.075,1.14,6.08,1.73,0.05,0.02,0.09
0.9800000000000001,15.75,0.03,0.008,4.25,1.35,0.12,0.006,0.193,1.27,58.15,1.71,0.09,0.44,0.05
0.05,4.71,0.07,0.06,0.05,1.05,0.03,0.003,0.079,1.88,1.8,0.03,0.01,0.03,0.09
0.0,27.41,0.03,0.09,0.05,0.01,0.27,0.007,0.033,1.28,7.29,4.05,0.01,0.07,0.05
0.08,20.22,0.04,0.02,0.02,0.09,0.07,0.008,0.159,0.55,0.18,1.2,0.01,0.02,0.09
0.05,23.18,0.04,0.001,4.43,1.94,0.08,0.008,0.194,1.93,23.84,4.8,0.08,0.22,0.07
0.05,16.08,0.03,0.01,0.1,0.7,0.19,0.0,0.124,0.45,0.18,4.19,0.08,0.07,0.05
0.02,14.27,0.08,0.03,0.01,0.02,0.0,0.69,0.194,0.58,0.04,1.0,0.06,0.09,0.01
0.08,11.46,0.01,0.08,0.11,0.01,0.0,0.93,0.174,0.68,5.08,0.24,0.05,0.07,0.07
0.06,10.72,0.05,0.06,0.45,0.51,0.12,0.006,0.075,1.72,9.41,0.88,0.06,0.07,0.01
0.0,26.0,0.08,0.04,0.02,1.62,0.0,0.0,0.138,0.34,0.44,0.52,0.01,0.0,0.06
0.9800000000000001,17.7,0.001,0.001,1.4,1.38,0.0,0.0,0.08,1.98,28.45,3.93,0.07,0.31,0.08
0.01,20.35,0.08,0.02,0.61,1.23,0.56,0.56,0.012,0.21,1.9,1.45,0.07,0.09,0.08
0.04,4.74,0.02,0.003,0.19,1.47,0.33,0.005,0.106,1.22,31.36,0.06,0.06,0.04,0.05
0.07,5.72,0.01,0.02,0.06,0.05,0.0,0.0,0.103,1.69,0.39,5.29,0.06,0.09,0.0
0.02,17.13,0.26,0.11,4.01,0.05,0.94,0.94,0.001,2.02,32.03,4.64,0.04,0.05,0.02
0.02,0.53,0.06,0.02,0.06,1.37,0.0,0.92,0.112,0.26,0.47,1.44,0.05,0.1,0.05
0.06,6.63,0.08,0.04,0.03,1.52,0.15,0.008,0.042,1.43,0.37,0.26,0.05,0.07,0.02
0.05,23.71,0.06,0.06,0.29,0.05,0.0,0.009,0.128,0.74,4.59,0.96,0.01,0.01,0.07
0.04,23.56,0.08,0.09,0.16,0.95,0.82,0.82,0.197,1.79,7.46,0.19,0.08,0.01,0.01
0.1,25.36,0.33999999999999997,0.07,6.12,1.76,0.91,0.91,0.139,1.92,16.55,5.87,0.05,0.01,0.06
0.9800000000000001,18.72,0.33999999999999997,0.01,2.72,0.51,0.14,0.006,0.072,1.6,45.06,7.31,0.06,0.42,0.06
0.04,5.53,0.04,0.09,0.1,0.04,0.0,0.0,0.037,1.67,9.37,6.24,0.09,0.03,0.05
0.9800000000000001,29.19,0.05,0.005,0.5,1.92,0.0,0.0,0.009,1.51,21.38,5.1,0.05,0.28,0.09
0.03,16.08,0.05,0.01,0.45,0.1,0.02,0.0,0.083,0.29,4.46,0.22,0.02,0.01,0.0
0.08,1.59,0.08,0.07,0.18,0.01,0.0,0.95,0.025,0.05,0.47,5.77,0.04,0.05,0.08
0.1,1.06,0.05,0.09,0.39,1.53,0.6,0.6,0.164,2.02,4.92,2.77,0.06,0.05,0.04
0.03,7.02,0.03,0.007,4.51,1.29,0.16,0.001,0.152,1.41,24.73,5.73,0.08,0.49,0.09
0.9800000000000001,13.74,0.16,0.1,3.57,0.73,0.0,0.84,0.001,1.83,5.06,4.26,0.08,0.26,0.07
0.9800000000000001,4.59,0.33999999999999997,0.04,1.99,1.49,0.0,0.66,0.099,1.85,11.27,6.53,0.02,0.07,0.09
0.01,15.17,0.02,0.007,7.86,0.54,0.59,0.59,0.047,1.43,10.49,5.18,0.06,0.07,0.02
0.13,19.5,0.3,0.01,5.67,1.04,0.18,0.001,0.079,1.73,34.21,7.94,0.03,0.36,0.0
0.07,12.4,0.05,0.006,4.5,0.14,0.42,0.0,0.015,1.69,30.41,4.34,0.01,0.35,0.0
0.08,21.23,0.05,0.0,0.06,0.95,0.75,0.75,0.119,0.58,0.47,0.15,0.09,0.09,0.02
0.02,9.46,0.14,0.03,5.81,0.01,0.56,0.56,0.174,1.96,12.52,4.39,0.06,0.34,0.07
0.24,9.1,0.03,0.001,7.54,0.27,0.8,0.8,0.107,1.95,19.46,3.91,0.08,0.13,0.04
0.07,13.94,0.04,0.01,0.09,0.08,0.0,0.005,0.112,0.8,2.36,0.33,0.06,0.08,0.02
0.03,8.94,0.02,0.08,0.22,0.05,0.0,0.0,0.112,1.0,7.18,1.73,0.0,0.04,0.06
0.08,5.69,0.08,0.07,0.45,0.47,0.16,0.007,0.037,1.47,2.66,0.29,0.09,0.06,0.05
0.01,0.56,0.02,0.05,0.44,1.79,0.67,0.67,0.136,1.73,3.11,1.31,0.09,0.07,0.01
0.08,17.94,0.06,0.01,0.27,1.32,0.61,0.61,0.16,0.57,0.28,0.32,0.05,0.04,0.04
0.04,18.99,0.04,0.06,0.0,0.18,0.79,0.79,0.132,1.68,3.07,0.82,0.0,0.05,0.06
0.04,20.33,0.06,0.02,0.63,0.08,0.02,0.001,0.028,0.43,5.44,0.33,0.06,0.01,0.06
0.01,27.4,0.03,0.07,0.63,0.29,0.54,0.54,0.048,1.83,0.24,0.73,0.02,0.04,0.05
0.04,12.44,0.06,0.0,0.39,0.03,0.0,0.54,0.097,0.8,1.23,0.0,0.05,0.07,0.05
0.08,23.05,0.24,0.11,4.91,0.72,0.11,0.003,0.166,1.47,40.09,4.61,0.01,0.05,0.09
0.04,8.56,0.07,0.03,0.05,1.11,0.0,0.006,0.189,0.53,7.42,4.29,0.01,0.0,0.05
0.07,5.32,0.03,0.07,0.01,1.05,0.24,0.004,0.154,0.32,3.36,0.04,0.06,0.09,0.01
0.9800000000000001,14.71,0.33999999999999997,0.03,8.09,0.65,0.0,0.0,0.132,1.33,45.93,2.2,0.05,0.05,0.05
0.06,6.78,0.07,0.06,0.12,0.91,0.0,0.74,0.16,0.89,6.09,0.86,0.01,0.04,0.08
0.19,13.45,0.33999999999999997,0.1,3.13,0.04,0.58,0.58,0.127,1.99,56.94,6.52,0.03,0.47,0.01
0.02,0.23,0.06,0.07,0.04,0.58,0.53,0.53,0.183,1.21,4.16,0.42,0.07,0.09,0.05
0.02,22.8,0.04,0.02,0.4,1.34,0.84,0.84,0.07,1.13,3.01,3.97,0.09,0.01,0.05
0.1,17.03,0.33999999999999997,0.1,7.94,1.24,0.42,0.006,0.172,1.16,57.75,5.9,0.08,0.21,0.01
0.07,28.09,0.1,0.08,0.2,0.25,0.98,0.98,0.191,1.05,3.22,4.26,0.03,0.03,0.07
0.9800000000000001,19.63,0.33999999999999997,0.12,2.02,0.02,0.0,0.0,0.198,1.97,23.87,4.8,0.06,0.41,0.02
0.16,22.84,0.01,0.005,3.32,1.57,0.58,0.58,0.071,1.58,30.98,3.32,0.05,0.32,0.06
0.9800000000000001,28.4,0.02,0.009,3.03,0.83,0.0,0.0,0.025,1.56,41.5,7.88,0.03,0.28,0.08
0.08,5.76,0.01,0.09,0.29,1.22,0.0,0.99,0.03,0.54,3.66,2.91,0.0,0.09,0.03
0.09,14.35,0.04,0.06,0.5,1.3,0.1,0.008,0.036,0.51,0.01,0.28,0.01,0.04,0.02
0.02,26.19,0.04,0.006,4.0,1.56,0.38,0.005,0.013,1.0,14.16,6.16,0.05,0.05,0.08
0.06,13.53,0.0,0.05,0.07,0.02,0.05,0.003,0.078,0.48,0.7,5.69,0.07,0.02,0.01
0.11,0.59,0.33999999999999997,0.13,1.72,0.09,0.61,0.61,0.008,1.69,57.36,6.26,0.08,0.2,0.06
0.01,2.73,0.33999999999999997,0.02,4.18,0.08,0.87,0.87,0.001,1.41,56.9,1.01,0.07,0.16,0.08
0.06,14.04,0.08,0.02,0.05,0.16,0.76,0.76,0.168,1.24,4.84,2.32,0.07,0.1,0.0
0.07,1.43,0.03,0.1,0.07,0.02,0.0,0.0,0.155,1.64,1.92,7.2,0.07,0.03,0.04
0.9800000000000001,3.82,0.001,0.003,7.06,1.61,0.24,0.002,0.149,1.69,23.25,4.39,0.1,0.33,0.03
0.9800000000000001,28.92,0.03,0.002,6.29,1.02,0.44,0.001,0.197,1.54,46.36,7.37,0.08,0.36,0.09
0.9800000000000001,23.08,0.33999999999999997,0.06,4.53,1.94,0.0,0.0,0.194,2.24,1.1,4.8,0.08,0.22,0.07
0.05,16.45,0.03,0.005,6.27,0.66,0.82,0.82,0.097,1.25,44.92,6.58,0.04,0.06,0.04
0.02,2.45,0.07,0.01,0.02,1.2,0.49,0.001,0.091,0.12,5.07,0.7,0.04,0.07,0.09
0.18,16.78,0.001,0.002,7.85,1.94,0.75,0.75,0.109,1.03,57.96,1.01,0.02,0.26,0.02
0.04,19.98,0.02,0.03,0.14,1.43,0.76,0.76,0.069,1.19,9.35,1.13,0.0,0.05,0.03
0.9800000000000001,-0.03,0.33999999999999997,0.08,6.19,1.11,0.0,0.73,0.178,2.05,6.65,3.83,0.06,0.33,0.07
0.09,0.67,0.08,0.1,0.45,0.99,0.39,0.002,0.17,1.86,10.6,1.54,0.03,0.03,0.07
0.29,23.74,0.02,0.007,6.13,1.41,0.79,0.79,0.085,1.47,26.27,1.89,0.06,0.13,0.08
0.17,14.34,0.33999999999999997,0.02,7.68,0.67,0.92,0.92,0.057,1.59,25.48,7.19,0.09,0.2,0.0
0.31,7.46,0.02,0.009,0.48,1.03,0.71,0.71,0.005,1.56,22.24,7.23,0.09,0.2,0.0
0.03,24.29,0.08,0.0,0.5,1.45,0.19,0.004,0.133,0.92,0.61,0.66,0.0,0.09,0.08
0.9800000000000001,9.92,0.02,0.002,5.4,1.09,0.53,0.53,0.075,1.01,12.9,5.69,0.05,0.38,0.09
0.06,25.4,0.33999999999999997,0.06,7.99,0.07,0.34,0.007,0.114,1.89,1.51,7.04,0.02,0.09,0.0
0.09,3.12,0.06,0.08,0.09,0.69,0.44,0.008,0.155,1.33,2.61,0.1,0.02,0.08,0.02
0.9800000000000001,29.1,0.33999999999999997,0.13,2.6,1.54,0.68,0.68,0.001,1.34,21.28,3.8,0.04,0.11,0.02
0.9800000000000001,4.47,0.33999999999999997,0.11,7.06,0.24,0.0,0.8,0.194,1.7,4.4,0.54,0.1,0.13,0.05
0.9800000000000001,8.62,0.01,0.004,1.41,1.76,0.0,0.0,0.01,1.61,5.85,1.54,0.09,0.16,0.01
0.01,10.11,0.06,0.01,0.19,0.19,0.71,0.71,0.162,1.35,3.52,0.58,0.07,0.09,0.03
0.06,2.69,0.1,0.01,0.06,1.85,0.6,0.6,0.16,1.18,4.78,0.07,0.02,0.04,0.07
0.09,16.56,0.33999999999999997,0.08,4.48,1.14,0.45,0.004,0.045,2.15,27.66,7.02,0.02,0.42,0.04
0.09,0.77,0.08,0.09,0.08,0.13,0.58,0.58,0.035,1.15,0.63,0.74,0.01,0.05,0.06
0.07,21.97,0.08,0.02,0.44,1.05,0.25,0.007,0.109,1.07,0.4,0.56,0.04,0.03,0.05
0.12,12.25,0.001,0.007,2.74,0.4,0.87,0.87,0.126,1.12,49.18,7.15,0.03,0.18,0.08
0.9800000000000001,17.74,0.33999999999999997,0.12,2.44,1.4,0.0,0.0,0.044,1.86,53.9,7.9,0.04,0.28,0.03
0.06,7.86,0.04,0.07,0.08,1.22,0.46,0.007,0.082,1.51,11.15,4.09,0.04,0.01,0.01
0.9800000000000001,9.53,0.28,0.09,7.2,1.04,0.0,0.5,0.106,1.97,38.8,4.25,0.03,0.24,0.01
0.9800000000000001,12.14,0.33999999999999997,0.02,3.38,1.33,0.0,0.005,0.093,2.12,50.47,6.81,0.02,0.31,0.01
0.07,1.46,0.03,0.06,0.1,0.0,0.0,0.93,0.161,0.56,1.57,0.46,0.04,0.1,0.01
0.33,29.01,0.01,0.004,7.22,1.04,0.0,0.0,0.141,1.54,30.0,7.64,0.05,0.31,0.03
0.9800000000000001,4.94,0.33999999999999997,0.07,4.77,0.67,0.08,0.001,0.034,1.64,39.08,1.84,0.07,0.14,0.07
0.1,27.14,0.04,0.04,0.14,0.09,0.0,0.69,0.064,0.08,0.29,1.99,0.03,0.01,0.07
0.19,9.39,0.33999999999999997,0.11,0.54,0.09,0.41,0.006,0.037,1.24,15.23,4.07,0.02,0.41,0.06
0.9800000000000001,10.8,0.05,0.001,6.1,0.98,0.72,0.72,0.115,1.15,7.63,3.03,0.05,0.29,0.07
0.07,7.0,0.04,0.03,0.04,1.86,0.15,0.003,0.115,1.97,3.17,0.52,0.06,0.01,0.06
0.22,15.04,0.33999999999999997,0.12,6.7,1.57,0.69,0.69,0.182,2.18,36.77,2.39,0.01,0.2,0.05
0.9800000000000001,27.3,0.04,0.001,7.93,1.63,0.4,0.008,0.143,1.29,1.05,4.45,0.02,0.17,0.03
0.02,28.01,0.04,0.07,0.01,0.42,0.05,0.004,0.053,1.37,10.7,0.22,0.08,0.0,0.04
0.01,16.68,0.01,0.09,0.07,0.02,0.0,0.99,0.087,0.41,0.08,0.07,0.08,0.01,0.03
0.9800000000000001,10.27,0.05,0.004,6.84,0.36,0.64,0.64,0.154,1.35,19.99,7.73,0.06,0.27,0.01
0.01,19.2,0.06,0.07,0.33,0.0,0.23,0.0,0.176,1.16,0.88,6.0,0.07,0.09,0.04
0.9800000000000001,23.18,0.02,0.008,0.53,1.39,0.7,0.7,0.126,1.22,44.84,0.72,0.0,0.33,0.0
0.9800000000000001,12.52,0.02,0.003,6.76,0.23,0.0,0.0,0.097,1.56,24.1,3.17,0.05,0.26,0.05
0.9800000000000001,11.76,0.33999999999999997,0.01,2.36,1.81,0.0,0.006,0.083,1.67,12.99,6.11,0.05,0.24,0.0
0.48,26.32,0.28,0.02,7.29,1.4,0.74,0.74,0.145,1.4,34.34,2.63,0.08,0.22,0.06
0.03,7.25,0.08,0.05,0.14,1.56,0.97,0.97,0.166,0.73,2.37,2.91,0.05,0.01,0.01
0.09,14.52,0.02,0.005,0.6,1.94,0.69,0.69,0.194,1.54,6.86,1.79,0.06,0.42,0.01
0.9800000000000001,6.37,0.33999999999999997,0.11,4.01,0.5,0.0,0.0,0.095,1.52,21.16,6.6,0.01,0.42,0.07
0.02,1.95,0.06,0.07,0.39,0.03,0.49,0.0,0.057,1.46,6.31,3.1,0.07,0.04,0.08
0.07,16.32,0.06,0.07,0.27,0.66,0.0,0.003,0.144,0.52,0.83,0.59,0.09,0.06,0.04
